headline,article_link,is_sarcastic,date
How to Spend Your Stimulus Check,https://www.newyorker.com//humor/daily-shouts/how-to-spend-your-stimulus-check,1,"May 19, 2020"
"Daily Cartoon: Tuesday, May 19th",https://www.newyorker.com//cartoons/daily-cartoon/monday-may-19th-welcome-distraction,1,"May 19, 2020"
Dr. Clifton’s Fantastical Miracle Elixir Return Policy,https://www.newyorker.com//humor/daily-shouts/dr-cliftons-fantastical-miracle-elixir-return-policy,1,"May 19, 2020"
New Test Indicates Hydroxychloroquine Causes Delusions,https://www.newyorker.com//humor/borowitz-report/new-test-indicates-hydroxychloroquine-causes-delusions,1,"May 18, 2020"
Do I Have to Get Up Yet?: A Flowchart,https://www.newyorker.com//humor/daily-shouts/do-i-have-to-get-up-yet-a-flowchart,1,"May 18, 2020"
Trump Orders Pence to Start Picking Up Pompeo’s Laundry,https://www.newyorker.com//humor/borowitz-report/trump-orders-pence-to-start-picking-up-pompeos-laundry,1,"May 18, 2020"
"Daily Cartoon: Monday, May 18th",https://www.newyorker.com//cartoons/daily-cartoon/monday-may-18th-close-facsimile,1,"May 18, 2020"
Ghosts of the Apollo,https://www.newyorker.com//humor/daily-shouts/ghosts-of-the-apollo-theatre,1,"May 17, 2020"
Trump Says Nation Will Have Vaccine Before It Sees His Taxes,https://www.newyorker.com//humor/borowitz-report/trump-says-nation-will-have-vaccine-before-it-sees-his-taxes,1,"May 16, 2020"
I Got Another “Failed Delivery Attempt” from the Stork Delivering My Baby,https://www.newyorker.com//humor/daily-shouts/i-got-another-failed-delivery-attempt-from-the-stork-delivering-my-baby,1,"May 16, 2020"
What’s Behind Window No. 1?,https://www.newyorker.com//humor/daily-shouts/whats-behind-window-no-1,1,"May 15, 2020"
"Daily Cartoon: Friday, May 15th",https://www.newyorker.com//cartoons/daily-cartoon/friday-may-15th-hell-on-fire,1,"May 15, 2020"
Questions for Scientists During Any Downtime They Might Have,https://www.newyorker.com//humor/daily-shouts/questions-for-scientists-during-any-downtime-they-might-have,1,"May 15, 2020"
I Got a Cat,https://www.newyorker.com//humor/daily-shouts/i-got-a-cat,1,"May 14, 2020"
Trump Wishes He Could Replace Fauci with the Doctor Who Saved Him from Vietnam,https://www.newyorker.com//humor/borowitz-report/trump-wishes-he-could-replace-fauci-with-the-doctor-who-saved-him-from-vietnam,1,"May 14, 2020"
"Daily Cartoon: Thursday, May 14th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-may-14th-looming-danger,1,"May 14, 2020"
Recent Headlines from Hang Gliding Daily Magazine,https://www.newyorker.com//humor/daily-shouts/recent-headlines-from-hang-gliding-daily-magazine,1,"May 14, 2020"
P.I.M.: Pandemic-Induced Malaise,https://www.newyorker.com//humor/daily-shouts/pim-pandemic-induced-malaise,1,"May 13, 2020"
Rand Paul Says Secret to Social Distancing Is Making Everyone Despise You,https://www.newyorker.com//humor/borowitz-report/rand-paul-says-secret-to-social-distancing-is-making-everyone-despise-you,1,"May 13, 2020"
"Daily Cartoon: Wednesday, May 13th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-may-13th-movie-line,1,"May 13, 2020"
"Now Is the Time to Cherish the Little Things, by Jeff Bezos",https://www.newyorker.com//humor/daily-shouts/now-is-the-time-to-cherish-the-little-things-by-jeff-bezos,1,"May 13, 2020"
Advantages to Postponing Your Wedding During a Pandemic,https://www.newyorker.com//humor/daily-shouts/advantages-to-postponing-your-wedding-during-a-pandemic,1,"May 12, 2020"
"Daily Cartoon: Tuesday, May 12th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-may-12th-asteroid-virus,1,"May 12, 2020"
"Updated Possibilities for This Year’s October Surprise, Given 2020 So Far",https://www.newyorker.com//humor/daily-shouts/updated-possibilities-for-this-years-october-surprise-given-2020-so-far,1,"May 12, 2020"
Obama Unworried About Trump Accusing Him of Crime Because Bill Barr Does Not Prosecute Criminals,https://www.newyorker.com//humor/borowitz-report/obama-unworried-about-trump-accusing-him-of-crime-because-bill-barr-does-not-prosecute-criminals,1,"May 11, 2020"
In Search of a Good Night’s Rest,https://www.newyorker.com//humor/daily-shouts/in-search-of-a-good-nights-rest,1,"May 11, 2020"
Susan Collins to Self-Quarantine to Avoid Possible Contact with Decisions,https://www.newyorker.com//humor/borowitz-report/susan-collins-to-self-quarantine-to-avoid-possible-contact-with-decisions,1,"May 11, 2020"
"Daily Cartoon: Monday, May 11th",https://www.newyorker.com//cartoons/daily-cartoon/monday-may-11th-go-outside,1,"May 11, 2020"
Imagined Histories of Artists and Their Parents,https://www.newyorker.com//humor/daily-shouts/imagined-histories-of-artists-and-their-parents,1,"May 10, 2020"
Your Virtual Cruise F.A.Q.,https://www.newyorker.com//humor/daily-shouts/your-virtual-cruise-faq,1,"May 9, 2020"
In These Difficult Times,https://www.newyorker.com//humor/daily-shouts/in-these-difficult-times,1,"May 8, 2020"
Bill Barr Tests Negative for Integrity,https://www.newyorker.com//humor/borowitz-report/bill-barr-tests-negative-for-integrity,1,"May 8, 2020"
"Daily Cartoon: Friday, May 8th",https://www.newyorker.com//cartoons/daily-cartoon/friday-may-8th-desk-salad,1,"May 8, 2020"
Only Nineties Kids Will Remember the Way Things Used to Be,https://www.newyorker.com//humor/daily-shouts/only-nineties-kids-will-remember-the-way-things-used-to-be,1,"May 8, 2020"
A Real New Yorker,https://www.newyorker.com//humor/daily-shouts/a-real-new-yorker,1,"May 7, 2020"
Unskilled American Somehow Still Employed,https://www.newyorker.com//humor/borowitz-report/unskilled-american-somehow-still-employed,1,"May 7, 2020"
"Daily Cartoon: Thursday, May 7th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-may-7th-bad-haircut,1,"May 7, 2020"
Alternative Currencies for a New Economy,https://www.newyorker.com//humor/daily-shouts/alternative-currencies-for-a-new-economy,1,"May 7, 2020"
Rejected Animal Crossing Villagers,https://www.newyorker.com//humor/daily-shouts/rejected-animal-crossing-villagers,1,"May 6, 2020"
Coronavirus Task Force Officially Split as Fauci Announces Solo Album,https://www.newyorker.com//humor/borowitz-report/coronavirus-task-force-officially-split-as-fauci-announces-solo-album,1,"May 6, 2020"
"Daily Cartoon: Wednesday, May 6th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-may-6th-work-home,1,"May 6, 2020"
A First Date Immediately Following Quarantine,https://www.newyorker.com//humor/daily-shouts/a-first-date-immediately-following-quarantine,1,"May 6, 2020"
A Guide to Reading Facial Expressions Behind Protective Masks,https://www.newyorker.com//humor/daily-shouts/a-guide-to-reading-facial-expressions-behind-protective-masks,1,"May 5, 2020"
Murder Hornets Doubt They Can Do as Much Damage as Trump,https://www.newyorker.com//humor/borowitz-report/murder-hornets-doubt-they-can-do-as-much-damage-as-trump,1,"May 5, 2020"
"Daily Cartoon: Tuesday, May 5th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-may-5th-pandemic-ghost,1,"May 5, 2020"
"We’re Sorry, the America You Ordered Is Currently Unavailable",https://www.newyorker.com//humor/daily-shouts/were-sorry-the-america-you-ordered-is-currently-unavailable,1,"May 5, 2020"
“The Sopranos” Under Quarantine,https://www.newyorker.com//humor/daily-shouts/the-sopranos-under-quarantine,1,"May 4, 2020"
New Claim That Enemies of U.S. Developed Trump in Lab,https://www.newyorker.com//humor/borowitz-report/new-claim-that-enemies-of-us-developed-trump-in-lab,1,"May 4, 2020"
"Daily Cartoon: Monday, May 4th",https://www.newyorker.com//cartoons/daily-cartoon/monday-may-4th-demons,1,"May 4, 2020"
Some Minimalist Bookshelves,https://www.newyorker.com//humor/daily-shouts/some-minimalist-bookshelves,1,"May 3, 2020"
"Blocked From Testifying, Fauci Plans Zoom Call with Entire Country",https://www.newyorker.com//humor/borowitz-report/blocked-from-testifying-fauci-plans-zoom-call-with-entire-country,1,"May 2, 2020"
How to Relax with a Candle While Thoroughly Following Candle-Safety Protocol,https://www.newyorker.com//humor/daily-shouts/how-to-relax-with-a-candle-while-thoroughly-following-candle-safety-protocol,1,"May 2, 2020"
Some Ways That I’m O.K. Dying,https://www.newyorker.com//humor/daily-shouts/some-ways-that-im-ok-dying,1,"May 1, 2020"
Michigan Governor Arrogantly Forcing Residents to Remain Alive,https://www.newyorker.com//humor/borowitz-report/michigan-governor-arrogantly-forcing-residents-to-remain-alive,1,"May 1, 2020"
"Daily Cartoon: Friday, May 1st",https://www.newyorker.com//cartoons/daily-cartoon/friday-may-1st-mirror-mirror,1,"May 1, 2020"
How Are You Doing with All of This?,https://www.newyorker.com//humor/daily-shouts/how-are-you-doing-with-all-of-this,1,"May 1, 2020"
Brought to You by the Letter “C”,https://www.newyorker.com//humor/daily-shouts/brought-to-you-by-the-letter-c,1,"April 30, 2020"
"Daily Cartoon: Thursday, April 30th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-april-30th-fire-extinguisher,1,"April 30, 2020"
Corporate Jargon Adjusted for Quarantine,https://www.newyorker.com//humor/daily-shouts/corporate-jargon-adjusted-for-quarantine,1,"April 30, 2020"
How Quarantine Changed Me,https://www.newyorker.com//humor/daily-shouts/how-quarantine-changed-me,1,"April 29, 2020"
"Daily Cartoon: Wednesday, April 29th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-april-29th-novel-crisis,1,"April 29, 2020"
Pence Starts Wearing Mask After Fauci Says It Will Protect Him from Women,https://www.newyorker.com//humor/borowitz-report/pence-starts-wearing-mask-after-fauci-says-it-will-protect-him-from-women,1,"April 29, 2020"
Goings On About Home,https://www.newyorker.com//humor/daily-shouts/goings-on-about-home,1,"April 29, 2020"
Some Causes of Pandemic-Related Video Conflict,https://www.newyorker.com//humor/daily-shouts/some-causes-of-pandemic-related-video-conflict,1,"April 28, 2020"
CNN to Show Phone Number of Poison-Control Hotline Whenever Trump Speaks,https://www.newyorker.com//humor/borowitz-report/cnn-to-show-phone-number-of-poison-control-hotline-whenever-trump-speaks,1,"April 28, 2020"
"Daily Cartoon: Tuesday, April 28th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-april-28th-trojan-horse,1,"April 28, 2020"
Quarantine Missed Connections,https://www.newyorker.com//humor/daily-shouts/quarantine-missed-connections,1,"April 28, 2020"
Hunkering Down with Eddy,https://www.newyorker.com//humor/daily-shouts/hunkering-down-with-eddy,1,"April 27, 2020"
Trump Blames Plummeting Poll Numbers on People Paying Attention When He Talks,https://www.newyorker.com//humor/borowitz-report/trump-blames-plummeting-poll-numbers-on-people-paying-attention-when-he-talks,1,"April 27, 2020"
"Daily Cartoon: Monday, April 27th",https://www.newyorker.com//cartoons/daily-cartoon/monday-april-27th-work-from-home,1,"April 27, 2020"
What to Think About in the Morning Before You Remember the Sad State of the World,https://www.newyorker.com//humor/daily-shouts/what-to-think-about-in-the-morning-before-you-remember-the-sad-state-of-the-world,1,"April 26, 2020"
Experts Believe the Coronavirus Could Be Defeated with the Twenty-fifth Amendment,https://www.newyorker.com//humor/borowitz-report/experts-believe-the-coronavirus-could-be-defeated-with-the-twenty-fifth-amendment,1,"April 25, 2020"
How to Spot a Fake,https://www.newyorker.com//humor/daily-shouts/how-to-spot-a-fake,1,"April 25, 2020"
Trump Advises States Facing Bankruptcy to Borrow Millions from Their Dads,https://www.newyorker.com//humor/borowitz-report/trump-advises-states-facing-bankruptcy-to-borrow-millions-from-their-dads,1,"April 24, 2020"
America!: Dr. Fauci Reads a Bedtime Story to Anxious Adults,https://www.newyorker.com//humor/daily-shouts/america-dr-fauci-reads-a-bedtime-story-to-anxious-adults,1,"April 24, 2020"
America’s Four-Year-Olds Warn Against Following Trump’s Medical Advice,https://www.newyorker.com//humor/borowitz-report/americas-four-year-olds-warn-against-following-trumps-medical-advice,1,"April 24, 2020"
"Daily Cartoon: Friday, April 24th",https://www.newyorker.com//cartoons/daily-cartoon/friday-april-24th-face-masks,1,"April 24, 2020"
Homeschool Spirit Week!,https://www.newyorker.com//humor/daily-shouts/homeschool-spirit-week,1,"April 24, 2020"
The American Girl Pandemic Collection,https://www.newyorker.com//humor/daily-shouts/the-american-girl-pandemic-collection,1,"April 23, 2020"
"Substitutions in the Time of Quarantine, Rated",https://www.newyorker.com//humor/daily-shouts/substitutions-in-the-time-of-quarantine-rated,1,"April 23, 2020"
"Daily Cartoon: Thursday, April 23rd",https://www.newyorker.com//cartoons/daily-cartoon/thursday-april-23rd-stockpile-whoops,1,"April 23, 2020"
Some Different Scary Things to Dwell on All Day,https://www.newyorker.com//humor/daily-shouts/some-different-scary-things-to-dwell-on-all-day,1,"April 23, 2020"
Texas’s Lieutenant Governor Says Dying Not as Bad as Living in State Where He Is Lieutenant Governor,https://www.newyorker.com//humor/borowitz-report/texass-lieutenant-governor-says-dying-not-as-bad-as-living-in-state-where-he-is-lieutenant-governor,1,"April 22, 2020"
How My Soviet Mom Prepared Me for the Coronavirus Pandemic,https://www.newyorker.com//humor/daily-shouts/how-my-soviet-mom-prepared-me-for-the-coronavirus-pandemic,1,"April 22, 2020"
"Daily Cartoon: Wednesday, April 22nd",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-april-22nd-earth-day,1,"April 22, 2020"
Quarantine Conversation Starters,https://www.newyorker.com//humor/daily-shouts/quarantine-conversation-starters,1,"April 22, 2020"
Pride and Pestilence,https://www.newyorker.com//humor/daily-shouts/pride-and-pestilence,1,"April 21, 2020"
"Daily Cartoon: Tuesday, April 21st",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-april-21st-coronavirus-cinderella,1,"April 21, 2020"
Cuomo Says Florida Beachgoers Travelling to New York Must First Be Tested for I.Q.,https://www.newyorker.com//humor/borowitz-report/cuomo-says-florida-beachgoers-travelling-to-new-york-must-first-be-tested-for-iq,1,"April 20, 2020"
The Post-Coronavirus Art World,https://www.newyorker.com//humor/daily-shouts/the-post-coronavirus-art-world,1,"April 20, 2020"
Nation’s Parents Fear That if Kids Miss Enough School They Will Turn Out Like Betsy DeVos,https://www.newyorker.com//humor/borowitz-report/nations-parents-fear-that-if-kids-miss-enough-school-they-will-turn-out-like-betsy-devos,1,"April 20, 2020"
"Daily Cartoon: Monday, April 20th",https://www.newyorker.com//cartoons/daily-cartoon/monday-april-20th-marie-kondo,1,"April 20, 2020"
How to Meal-Prep for Self-Quarantine,https://www.newyorker.com//humor/daily-shouts/how-to-meal-prep-for-self-quarantine,1,"April 19, 2020"
Love Poems for Anxious People,https://www.newyorker.com//humor/daily-shouts/love-poems-for-anxious-people,1,"April 18, 2020"
Dr. Oz Fears That Coronavirus Comments Could Hurt His Credibility as Expert on Magic Beans,https://www.newyorker.com//humor/borowitz-report/dr-oz-fears-that-coronavirus-comments-could-hurt-his-credibility-as-expert-on-magic-beans,1,"April 17, 2020"
Some Drawings from Week Three at Home,https://www.newyorker.com//humor/daily-shouts/some-drawings-from-week-three-at-home,1,"April 17, 2020"
"Daily Cartoon: Friday, April 17th",https://www.newyorker.com//cartoons/daily-cartoon/friday-april-17th-zoom-workout,1,"April 17, 2020"
Fauci: No Evidence That Warmer Weather Will Make Trump Disappear,https://www.newyorker.com//humor/borowitz-report/fauci-no-evidence-that-warmer-weather-will-make-trump-disappear,1,"April 17, 2020"
A Plague-Month Journal,https://www.newyorker.com//humor/daily-shouts/a-plague-month-journal,1,"April 17, 2020"
My New Friends!,https://www.newyorker.com//humor/daily-shouts/my-new-friends,1,"April 16, 2020"
"Daily Cartoon: Thursday, April 16th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-april-16th-constitutional-time-travel,1,"April 16, 2020"
How to Cut Your Bangs During a Global Crisis,https://www.newyorker.com//humor/daily-shouts/how-to-cut-your-bangs-during-a-global-crisis,1,"April 16, 2020"
Trump Defends Decision to Sign Stimulus Checks: “I Want My Name to Be Synonymous With the Coronavirus”,https://www.newyorker.com//humor/borowitz-report/trump-defends-decision-to-sign-stimulus-checks-i-want-my-name-to-be-synonymous-with-the-coronavirus,1,"April 15, 2020"
P.S.A. Posters for Living Indoors,https://www.newyorker.com//humor/daily-shouts/psa-posters-for-living-indoors,1,"April 15, 2020"
"Trump Says the Three Things He Hates Most Are the World, Health, and Organization",https://www.newyorker.com//humor/borowitz-report/trump-says-the-three-things-he-hates-most-are-the-world-health-and-organization,1,"April 15, 2020"
"Daily Cartoon: Wednesday, April 15th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-april-15th-quarantine-fatigue,1,"April 15, 2020"
Netflix Documentaries We Watched While Under Quarantine,https://www.newyorker.com//humor/daily-shouts/netflix-documentaries-we-watched-while-under-quarantine,1,"April 15, 2020"
Is COVID-19 the Apocalypse? Generations React,https://www.newyorker.com//humor/daily-shouts/is-covid-19-the-apocalypse-generations-react,1,"April 14, 2020"
National Archives Report Someone Tried to Scrawl “Total Authority” with Sharpie on U.S. Constitution,https://www.newyorker.com//humor/borowitz-report/national-archives-report-someone-tried-to-scrawl-total-authority-with-sharpie-on-us-constitution,1,"April 14, 2020"
"Daily Cartoon: Tuesday, April 14th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-april-14th-piggy-bank,1,"April 14, 2020"
A Grateful Grandfather Sheltering with His Family,https://www.newyorker.com//humor/daily-shouts/a-grateful-grandfather-sheltering-with-his-family,1,"April 14, 2020"
Study: No One Could Have Seen Pandemic Coming Except People Capable of Reading,https://www.newyorker.com//humor/borowitz-report/study-no-one-could-have-seen-pandemic-coming-except-people-capable-of-reading,1,"April 13, 2020"
Meet the Russian Trolls Meddling in Your Election,https://www.newyorker.com//humor/daily-shouts/meet-the-russian-trolls-meddling-in-your-election,1,"April 13, 2020"
Nation’s Governors Consider Forming Country,https://www.newyorker.com//humor/borowitz-report/nations-governors-consider-forming-country,1,"April 13, 2020"
"Daily Cartoon: Monday, April 13th",https://www.newyorker.com//cartoons/daily-cartoon/monday-april-13th-animal-crossing,1,"April 13, 2020"
Limited-Edition 2020 Cream-Egg Fillings,https://www.newyorker.com//humor/daily-shouts/limited-edition-2020-cream-egg-fillings,1,"April 12, 2020"
Ammon Bundy Explains His “Liberty” Quarantine Rebellion,https://www.newyorker.com//humor/daily-shouts/ammon-bundy-explains-his-liberty-quarantine-rebellion,1,"April 11, 2020"
Fauci Refuses to Say When It Would Be Safe to Reopen Trump’s Mouth,https://www.newyorker.com//humor/borowitz-report/fauci-refuses-to-say-when-it-would-be-safe-to-reopen-trumps-mouth,1,"April 10, 2020"
Movies Remade for Socially Isolated Viewing,https://www.newyorker.com//humor/daily-shouts/movies-remade-for-socially-isolated-viewing,1,"April 10, 2020"
"Daily Cartoon: Friday, April 10th",https://www.newyorker.com//cartoons/daily-cartoon/friday-april-10th-easter-bunny,1,"April 10, 2020"
An Introduction to Zoom for Teachers,https://www.newyorker.com//humor/daily-shouts/an-introduction-to-zoom-for-teachers,1,"April 10, 2020"
Commuting Awards That Were Cancelled Due to the Coronavirus,https://www.newyorker.com//humor/daily-shouts/commuting-awards-that-were-cancelled-due-to-the-coronavirus,1,"April 9, 2020"
Fauci Begs Pharma Companies to Speed Development of Anti-Narcissism Drug,https://www.newyorker.com//humor/borowitz-report/fauci-begs-pharma-companies-to-speed-development-of-anti-narcissism-drug,1,"April 9, 2020"
"Daily Cartoon: Thursday, April 9th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-april-9th-social-distance-dance,1,"April 9, 2020"
A Standup Comedian Does a Tight Five in George Orwell’s “1984”,https://www.newyorker.com//humor/daily-shouts/a-standup-comedian-does-a-tight-five-in-george-orwells-1984,1,"April 9, 2020"
Fauci Urges Trump to Attack the Coronavirus as if It Were an Inspector General,https://www.newyorker.com//humor/borowitz-report/fauci-urges-trump-to-attack-the-coronavirus-as-if-it-were-an-inspector-general,1,"April 8, 2020"
Quarantine Chic: Why Not Try a Victorian Hair Style?,https://www.newyorker.com//humor/daily-shouts/quarantine-chic-why-not-try-a-victorian-hair-style,1,"April 8, 2020"
"Daily Cartoon: Wednesday, April 8th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-april-8th-zoom-passover-seder,1,"April 8, 2020"
I’m Your Dog and I’m Worried About You,https://www.newyorker.com//humor/daily-shouts/im-your-dog-and-im-worried-about-you,1,"April 8, 2020"
Experts Recommend Disinfecting Television After Trump Has Been On,https://www.newyorker.com//humor/borowitz-report/experts-recommend-disinfecting-television-after-trump-has-been-on,1,"April 7, 2020"
The Existential Musings of My Rustic-Sourdough Starter,https://www.newyorker.com//humor/daily-shouts/the-existential-musings-of-my-rustic-sourdough-starter,1,"April 7, 2020"
Peter Navarro’s Ph.D. Revealed to Be from Trump University,https://www.newyorker.com//humor/borowitz-report/peter-navarros-phd-revealed-to-be-from-trump-university,1,"April 7, 2020"
"Daily Cartoon: Tuesday, April 7th",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-april-7th-trump-hoax,1,"April 7, 2020"
Your Admission to Dad Private Academy for Boy,https://www.newyorker.com//humor/daily-shouts/your-admission-to-dad-private-academy-for-boy,1,"April 7, 2020"
Interviews with the Tigers from “Tiger King”,https://www.newyorker.com//humor/daily-shouts/interviews-with-the-tigers-from-tiger-king,1,"April 6, 2020"
"Daily Cartoon: Monday, April 6th",https://www.newyorker.com//cartoons/daily-cartoon/monday-april-6th-baking,1,"April 6, 2020"
Trump Optimistic About Winning Nobel Prize in Medicine,https://www.newyorker.com//humor/borowitz-report/trump-optimistic-about-winning-nobel-prize-in-medicine,1,"April 6, 2020"
A Selection of Panic Purchases,https://www.newyorker.com//humor/daily-shouts/a-selection-of-panic-purchases,1,"April 5, 2020"
National Incompetence Stockpiles at Full Capacity,https://www.newyorker.com//humor/borowitz-report/national-incompetence-stockpiles-at-full-capacity,1,"April 4, 2020"
"Owing to Coronavirus Concerns, We Will Now Be Holding Our Coven Meeting on Zoom",https://www.newyorker.com//humor/daily-shouts/owing-to-coronavirus-concerns-we-will-now-be-holding-our-coven-meeting-on-zoom,1,"April 4, 2020"
“Working” from Home,https://www.newyorker.com//humor/daily-shouts/working-from-home,1,"April 3, 2020"
Fauci Urges Non-Essential Worker to Go Home,https://www.newyorker.com//humor/borowitz-report/fauci-urges-non-essential-worker-to-go-home,1,"April 3, 2020"
"Daily Cartoon: Friday, April 3rd",https://www.newyorker.com//cartoons/daily-cartoon/friday-april-3rd-hamster-wheel,1,"April 3, 2020"
My Hand-Washing Journal,https://www.newyorker.com//humor/daily-shouts/my-hand-washing-journal,1,"April 3, 2020"
Trump Launches “Celebrity Coronavirus Briefing” with Gary Busey and Dennis Rodman,https://www.newyorker.com//humor/borowitz-report/trump-launches-celebrity-coronavirus-briefing-with-gary-busey-and-dennis-rodman,1,"April 2, 2020"
Some Drawings from Week One at Home,https://www.newyorker.com//humor/daily-shouts/some-drawings-from-week-one-at-home,1,"April 2, 2020"
"Daily Cartoon: Thursday, April 2nd",https://www.newyorker.com//cartoons/daily-cartoon/thursday-april-2nd-montage-time,1,"April 2, 2020"
Socially Social-Distanced,https://www.newyorker.com//humor/daily-shouts/socially-social-distanced,1,"April 2, 2020"
Trump Practicing Distancing from All His Prior Statements About the Coronavirus,https://www.newyorker.com//humor/borowitz-report/trump-practicing-distancing-from-all-his-prior-statements-about-the-coronavirus,1,"April 1, 2020"
Wrong Ways to Meditate,https://www.newyorker.com//humor/daily-shouts/wrong-ways-to-meditate,1,"April 1, 2020"
"Daily Cartoon: Wednesday, April 1st",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-april-1st-work-from-home,1,"April 1, 2020"
What Shakespeare Actually Did During the Plague,https://www.newyorker.com//humor/daily-shouts/what-shakespeare-actually-did-during-the-plague,1,"April 1, 2020"
Trump Catches Melania Watching Cuomo Briefing,https://www.newyorker.com//humor/borowitz-report/trump-catches-melania-watching-cuomo-briefing,1,"March 31, 2020"
Filling a Suddenly Empty Schedule,https://www.newyorker.com//humor/daily-shouts/filling-a-suddenly-empty-schedule,1,"March 31, 2020"
"Daily Cartoon: Tuesday, March 31st",https://www.newyorker.com//cartoons/daily-cartoon/tuesday-march-31st-coronavirus-sign-off,1,"March 31, 2020"
America’s Teachers Urge Trump to Use Time at Home to Repeat First Grade,https://www.newyorker.com//humor/borowitz-report/americas-teachers-urge-trump-to-use-time-at-home-to-repeat-first-grade,1,"March 31, 2020"
C.D.C. Guidelines for Persuading Your Boomer Parents to Stay Home,https://www.newyorker.com//humor/daily-shouts/cdc-guidelines-for-persuading-your-boomer-parents-to-stay-home,1,"March 31, 2020"
Things That Used to Be Annoying But Are Now a Comfort,https://www.newyorker.com//humor/daily-shouts/things-that-used-to-be-annoying-but-are-now-a-comfort,1,"March 30, 2020"
"Daily Cartoon: Monday, March 30th",https://www.newyorker.com//cartoons/daily-cartoon/monday-march-30th-coronavirus-new-normal,1,"March 30, 2020"
Fauci Warns Trump That If Everyone in U.S. Dies It Could Affect His TV Ratings,https://www.newyorker.com//humor/borowitz-report/fauci-warns-trump-that-if-everyone-in-us-dies-it-could-affect-his-tv-ratings,1,"March 30, 2020"
Frivolous Coronavirus Graphs,https://www.newyorker.com//humor/daily-shouts/frivolous-coronavirus-graphs,1,"March 29, 2020"
Fauci Gently Tells Trump Why He Can’t Hold Parade to Celebrate Great Job He Is Doing,https://www.newyorker.com//humor/borowitz-report/fauci-gently-tells-trump-why-he-cant-hold-parade-to-celebrate-great-job-he-is-doing,1,"March 28, 2020"
Board Games Adapted for the Pandemic,https://www.newyorker.com//humor/daily-shouts/board-games-adapted-for-the-pandemic,1,"March 28, 2020"
Dating at a Distance: A Time to Swipe Left,https://www.newyorker.com//humor/daily-shouts/dating-at-a-distance-a-time-to-swipe-left,1,"March 27, 2020"
"Sheltering in Place at My Parents’ House, in Haikus",https://www.newyorker.com//humor/daily-shouts/sheltering-in-place-at-my-parents-house-in-haikus,1,"March 27, 2020"
"Daily Cartoon: Friday, March 27th",https://www.newyorker.com//cartoons/daily-cartoon/friday-march-27th-sports-not-cancelled,1,"March 27, 2020"
It’s Time to Start Talking to Yourself,https://www.newyorker.com//humor/daily-shouts/its-time-to-start-talking-to-yourself,1,"March 26, 2020"
New Evidence Indicates Intelligence Not Contagious,https://www.newyorker.com//humor/borowitz-report/new-evidence-indicates-intelligence-not-contagious,1,"March 26, 2020"
"Daily Cartoon: Thursday, March 26th",https://www.newyorker.com//cartoons/daily-cartoon/thursday-march-26th-earth-moon-social-distancing,1,"March 26, 2020"
The Very First Wave,https://www.newyorker.com//humor/daily-shouts/the-very-first-wave,1,"March 26, 2020"
Welcome to Life Through the Looking Glass,https://www.newyorker.com//humor/daily-shouts/welcome-to-life-through-the-looking-glass,1,"March 25, 2020"
Fauci Tricks Trump Into Believing There Is No Easter This Year,https://www.newyorker.com//humor/borowitz-report/fauci-tricks-trump-into-believing-there-is-no-easter-this-year,1,"March 25, 2020"
"Daily Cartoon: Wednesday, March 25th",https://www.newyorker.com//cartoons/daily-cartoon/wednesday-march-25th-quarantine-couple,1,"March 25, 2020"
Highly Relatable Fantasies for Everyone,https://www.newyorker.com//humor/daily-shouts/highly-relatable-fantasies-for-everyone,1,"March 25, 2020"
The Isolation Olympics,https://www.newyorker.com//humor/daily-shouts/the-isolation-olympics,1,"March 24, 2020"
Trump Invokes Defense Production Act to Mass-Produce Gallons of Spray Tan,https://www.newyorker.com//humor/borowitz-report/trump-invokes-defense-production-act-to-mass-produce-gallons-of-spray-tan,1,"March 24, 2020"
"Daily Cartoon: Tuesday, March 24th",https://www.newyorker.com//cartoons/daily-cartoon/daily-cartoon-tuesday-march-24th,1,"March 24, 2020"
Daily Coronavirus Quarantine Schedule,https://www.newyorker.com//humor/daily-shouts/daily-coronavirus-quarantine-schedule,1,"March 24, 2020"
Adages for the Age of Quarantine,https://www.newyorker.com//humor/daily-shouts/adages-for-the-age-of-quarantine,1,"March 23, 2020"
"Daily Cartoon: Monday, March 23rd",https://www.newyorker.com//cartoons/daily-cartoon/monday-march-23rd-coronavirus-quarantine-isolation,1,"March 23, 2020"
